week_date,region,platform,segment,customer_type,transaction,sales
06-05-2019,OCEANIA,Retail,C2,New,94445,2650968
06-05-2019,AFRICA,Shopify,F1,Existing,1742,320933
06-05-2019,AFRICA,Shopify,F1,New,159,24991
06-05-2019,EUROPE,Shopify,C1,Existing,98,20816
06-05-2019,ASIA,Shopify,C2,New,295,41263
06-05-2019,SOUTH AMERICA,Shopify,null,Existing,23,4066
06-05-2019,USA,Shopify,F2,New,143,23458
06-05-2019,SOUTH AMERICA,Shopify,F2,New,8,1163
06-05-2019,OCEANIA,Shopify,F1,New,315,45051
06-05-2019,AFRICA,Retail,F2,New,62311,2342989
06-05-2019,EUROPE,Retail,F3,Existing,17781,1074494
06-05-2019,USA,Retail,C3,New,42327,1676610
06-05-2019,USA,Retail,F3,Existing,132880,8263111
06-05-2019,CANADA,Shopify,F1,Existing,538,98158
06-05-2019,SOUTH AMERICA,Shopify,null,Guest,946,182918
06-05-2019,EUROPE,Shopify,F2,Existing,188,41091
06-05-2019,USA,Shopify,F3,New,47,7583
06-05-2019,CANADA,Shopify,F2,New,77,11801
06-05-2019,SOUTH AMERICA,Retail,null,Guest,409988,16277852
06-05-2019,ASIA,Shopify,F2,New,176,25562
06-05-2019,ASIA,Retail,C3,Existing,226029,10466916
06-05-2019,SOUTH AMERICA,Shopify,C3,Existing,77,14788
06-05-2019,EUROPE,Shopify,C4,Existing,11,2162
06-05-2019,SOUTH AMERICA,Shopify,F3,New,1,86
06-05-2019,EUROPE,Retail,C3,Existing,14332,774542
06-05-2019,ASIA,Retail,F3,New,81878,2628690
06-05-2019,OCEANIA,Shopify,null,Existing,434,81121
06-05-2019,USA,Retail,F3,New,25457,1012270
06-05-2019,EUROPE,Retail,F2,Existing,14409,861516
06-05-2019,AFRICA,Shopify,F3,Existing,1620,334134
06-05-2019,CANADA,Shopify,F1,New,51,7062
06-05-2019,USA,Shopify,C4,Existing,136,26666
06-05-2019,AFRICA,Shopify,C1,Existing,1140,189737
06-05-2019,AFRICA,Retail,C1,New,88334,2260201
06-05-2019,ASIA,Shopify,C3,New,205,29840
06-05-2019,EUROPE,Retail,null,New,3735,156125
06-05-2019,CANADA,Shopify,C3,New,70,10951
06-05-2019,AFRICA,Retail,F3,New,60925,2271184
06-05-2019,OCEANIA,Retail,F3,New,100336,3456712
06-05-2019,CANADA,Shopify,C2,Existing,465,86175
06-05-2019,SOUTH AMERICA,Shopify,F1,New,6,1663
06-05-2019,ASIA,Retail,C4,New,46434,1360990
06-05-2019,AFRICA,Retail,C2,New,52685,1678085
06-05-2019,OCEANIA,Shopify,null,Guest,6333,1101290
06-05-2019,ASIA,Shopify,F3,Existing,1122,217723
06-05-2019,ASIA,Retail,C2,New,75439,2030972
06-05-2019,SOUTH AMERICA,Retail,null,Existing,574,24982
06-05-2019,SOUTH AMERICA,Retail,F1,New,307,11377
06-05-2019,EUROPE,Shopify,C2,New,7,1415
06-05-2019,SOUTH AMERICA,Retail,F2,New,416,16262
06-05-2019,OCEANIA,Retail,F2,Existing,329226,17844216
06-05-2019,OCEANIA,Shopify,C1,Existing,2007,346491
06-05-2019,ASIA,Retail,C2,Existing,113890,4433487
06-05-2019,OCEANIA,Retail,C3,New,134805,4481804
06-05-2019,OCEANIA,Retail,C1,Existing,236016,8775447
29-04-2019,EUROPE,Retail,null,Guest,110192,3726377
29-04-2019,CANADA,Shopify,F3,New,25,3807
29-04-2019,ASIA,Retail,C1,New,111729,2477243
29-04-2019,OCEANIA,Shopify,null,New,417,70427
29-04-2019,USA,Retail,F2,Existing,91713,5696656
29-04-2019,OCEANIA,Retail,C4,Existing,136897,6984759
29-04-2019,CANADA,Shopify,C1,Existing,381,66034
29-04-2019,ASIA,Shopify,C3,New,191,26794
29-04-2019,USA,Shopify,C2,New,159,23339
29-04-2019,AFRICA,Shopify,null,New,230,38826
29-04-2019,EUROPE,Shopify,F1,Existing,126,26124
29-04-2019,ASIA,Shopify,null,New,212,33101
29-04-2019,AFRICA,Retail,F2,Existing,257851,14986917
29-04-2019,EUROPE,Retail,C2,Existing,9306,448207
29-04-2019,SOUTH AMERICA,Shopify,C3,New,22,3159
29-04-2019,EUROPE,Shopify,C4,New,2,283
29-04-2019,ASIA,Shopify,C4,Existing,195,35133
29-04-2019,AFRICA,Shopify,null,Existing,212,39090
29-04-2019,ASIA,Retail,null,New,67817,2389983
29-04-2019,EUROPE,Retail,F1,Existing,6907,430860
29-04-2019,CANADA,Shopify,C2,Existing,458,80206
29-04-2019,ASIA,Retail,F2,Existing,202232,10323813
29-04-2019,CANADA,Retail,C4,Existing,26727,1372959
29-04-2019,AFRICA,Retail,C4,Existing,103074,5456842
29-04-2019,AFRICA,Shopify,C1,Existing,1202,198561
29-04-2019,ASIA,Retail,F3,New,79867,2573337
29-04-2019,USA,Shopify,F3,Existing,787,166701
29-04-2019,CANADA,Shopify,null,Existing,80,13249
29-04-2019,SOUTH AMERICA,Retail,C1,New,2223,49681
29-04-2019,OCEANIA,Shopify,C1,New,334,41770
29-04-2019,CANADA,Shopify,C3,Existing,542,105495
29-04-2019,CANADA,Retail,null,Existing,6865,344147
29-04-2019,OCEANIA,Shopify,C3,New,414,66081
29-04-2019,SOUTH AMERICA,Shopify,F3,New,2,326
29-04-2019,CANADA,Shopify,C2,New,78,11000
29-04-2019,USA,Retail,C1,Existing,53323,2356470
29-04-2019,USA,Retail,C2,New,23713,843734
29-04-2019,EUROPE,Retail,F2,New,1569,72721
29-04-2019,ASIA,Shopify,F2,Existing,1759,336148
29-04-2019,AFRICA,Retail,C1,New,85989,2245605
29-04-2019,SOUTH AMERICA,Shopify,F2,New,12,2124
29-04-2019,CANADA,Retail,F3,New,16629,616037
29-04-2019,USA,Shopify,C3,New,130,23901
29-04-2019,ASIA,Shopify,C1,New,167,20055
29-04-2019,ASIA,Shopify,F1,New,154,19612
29-04-2019,ASIA,Shopify,C1,Existing,762,123380
29-04-2019,EUROPE,Shopify,C1,New,10,1722
29-04-2019,AFRICA,Shopify,F2,Existing,3207,631557
29-04-2019,ASIA,Shopify,null,Existing,216,38134
29-04-2019,SOUTH AMERICA,Retail,null,New,2273,76310
29-04-2019,AFRICA,Shopify,C3,New,240,40225
29-04-2019,EUROPE,Shopify,F2,Existing,187,41074
29-04-2019,EUROPE,Retail,C3,Existing,14365,797441
29-04-2019,ASIA,Retail,C2,Existing,110474,4348549
29-04-2019,USA,Shopify,null,Guest,1571,298194
29-04-2019,EUROPE,Shopify,C3,New,12,1713
29-04-2019,OCEANIA,Retail,C4,New,55587,1760886
29-04-2019,CANADA,Shopify,C3,New,68,9965
29-04-2019,ASIA,Retail,C4,Existing,98577,4569742
29-04-2019,SOUTH AMERICA,Retail,C1,Existing,2773,77065
29-04-2019,AFRICA,Shopify,F3,New,95,16027
29-04-2019,AFRICA,Shopify,F3,Existing,1717,356889
29-04-2019,CANADA,Shopify,F2,Existing,883,171396
29-04-2019,USA,Shopify,C1,New,120,17128
29-04-2019,CANADA,Retail,null,New,16421,671311
29-04-2019,USA,Retail,null,New,23604,1046692
29-04-2019,OCEANIA,Shopify,C2,New,532,79869
29-04-2019,USA,Shopify,F1,New,112,17576
29-04-2019,SOUTH AMERICA,Shopify,F1,New,5,782
29-04-2019,OCEANIA,Shopify,C4,Existing,539,97827
29-04-2019,CANADA,Retail,C1,Existing,54196,2343902
29-04-2019,ASIA,Shopify,F3,New,81,12087
29-04-2019,AFRICA,Retail,null,Existing,31181,1418462
29-04-2019,EUROPE,Retail,C1,Existing,14438,655048
29-04-2019,OCEANIA,Shopify,F3,Existing,2635,556245
29-04-2019,EUROPE,Retail,C2,New,2456,90238
29-04-2019,OCEANIA,Retail,F3,Existing,504688,28664554
29-04-2019,EUROPE,Shopify,F3,Existing,96,26533
29-04-2019,AFRICA,Shopify,F2,New,258,41420
29-04-2019,USA,Retail,null,Existing,11417,584235
29-04-2019,CANADA,Retail,null,Guest,443538,12323669
29-04-2019,AFRICA,Retail,F3,Existing,367329,21652231
29-04-2019,AFRICA,Shopify,F1,Existing,1910,356318
29-04-2019,SOUTH AMERICA,Retail,C3,New,886,32775
29-04-2019,EUROPE,Retail,C4,New,1125,45172
29-04-2019,OCEANIA,Retail,null,New,89144,3324760
29-04-2019,EUROPE,Shopify,null,New,6,1380
29-04-2019,CANADA,Retail,C4,New,11374,383366
29-04-2019,SOUTH AMERICA,Shopify,C4,Existing,6,924
29-04-2019,USA,Retail,C4,Existing,36165,1997534
29-04-2019,CANADA,Shopify,null,Guest,875,145872
29-04-2019,ASIA,Retail,C4,New,45531,1342586
29-04-2019,OCEANIA,Shopify,C2,Existing,3370,648163
29-04-2019,CANADA,Retail,F1,New,6745,265404
29-04-2019,USA,Shopify,F1,Existing,1154,217571
29-04-2019,SOUTH AMERICA,Retail,C2,Existing,724,30734
29-04-2019,SOUTH AMERICA,Shopify,C4,New,6,731
29-04-2019,AFRICA,Shopify,C2,New,284,41061
29-04-2019,ASIA,Retail,C1,Existing,161993,5597193
29-04-2019,AFRICA,Retail,null,New,63879,2603239
29-04-2019,AFRICA,Shopify,C1,New,223,29368
29-04-2019,OCEANIA,Shopify,C4,New,75,11703
29-04-2019,EUROPE,Retail,C1,New,3851,118964
29-04-2019,CANADA,Shopify,C4,New,11,1403
29-04-2019,CANADA,Retail,C3,Existing,56712,3008374
29-04-2019,OCEANIA,Shopify,F2,New,344,53149
29-04-2019,CANADA,Retail,C3,New,25914,923511
29-04-2019,SOUTH AMERICA,Shopify,C3,Existing,72,13596
29-04-2019,EUROPE,Shopify,C4,Existing,13,3356
29-04-2019,ASIA,Retail,null,Existing,30400,1247640
29-04-2019,EUROPE,Retail,F3,New,1630,66110
29-04-2019,SOUTH AMERICA,Shopify,C2,New,36,6528
29-04-2019,SOUTH AMERICA,Retail,F3,Existing,1121,55689
29-04-2019,CANADA,Retail,C2,New,13076,407983
29-04-2019,USA,Shopify,C2,Existing,1074,216210
29-04-2019,CANADA,Shopify,F1,Existing,560,103000
29-04-2019,OCEANIA,Shopify,null,Existing,438,82093
29-04-2019,USA,Shopify,C4,Existing,118,23741
29-04-2019,ASIA,Shopify,C3,Existing,1297,248962
29-04-2019,EUROPE,Retail,C3,New,3548,139969
29-04-2019,SOUTH AMERICA,Shopify,null,New,58,9923
29-04-2019,CANADA,Retail,F3,Existing,85373,4978272
29-04-2019,AFRICA,Shopify,C2,Existing,1804,344461
29-04-2019,USA,Shopify,C4,New,19,2629
29-04-2019,EUROPE,Shopify,C2,Existing,146,40531
29-04-2019,SOUTH AMERICA,Retail,C4,New,287,12060
29-04-2019,SOUTH AMERICA,Retail,C4,Existing,343,16525
29-04-2019,USA,Retail,C3,New,40972,1600210
29-04-2019,SOUTH AMERICA,Retail,F1,New,295,11666
29-04-2019,USA,Retail,C1,New,32696,910766
29-04-2019,EUROPE,Retail,null,New,3640,155530
29-04-2019,CANADA,Shopify,null,New,74,12284
29-04-2019,AFRICA,Retail,C4,New,39159,1346572
29-04-2019,ASIA,Shopify,C2,New,256,33637
29-04-2019,SOUTH AMERICA,Shopify,null,Existing,21,3852
29-04-2019,USA,Shopify,F3,New,34,5422
29-04-2019,CANADA,Shopify,C4,Existing,73,13746
29-04-2019,SOUTH AMERICA,Shopify,F1,Existing,59,14235
29-04-2019,USA,Retail,null,Guest,574034,18008549
29-04-2019,ASIA,Shopify,F2,New,152,22780
29-04-2019,OCEANIA,Retail,C3,New,129984,4298423
29-04-2019,OCEANIA,Shopify,F1,New,310,44600
29-04-2019,ASIA,Shopify,F3,Existing,1119,218622
29-04-2019,SOUTH AMERICA,Shopify,C2,Existing,86,17037
29-04-2019,SOUTH AMERICA,Retail,F3,New,348,13944
29-04-2019,CANADA,Retail,F2,Existing,56709,3256686
29-04-2019,OCEANIA,Shopify,F3,New,156,24520
29-04-2019,EUROPE,Shopify,null,Existing,20,5435
29-04-2019,SOUTH AMERICA,Shopify,F3,Existing,21,4908
29-04-2019,SOUTH AMERICA,Retail,C2,New,703,21567
29-04-2019,AFRICA,Retail,C3,New,96054,3526020
29-04-2019,OCEANIA,Retail,F3,New,97685,3361664
29-04-2019,USA,Shopify,null,Existing,125,25109
29-04-2019,USA,Retail,F3,Existing,130634,8292954
29-04-2019,CANADA,Shopify,F3,Existing,448,89897
29-04-2019,EUROPE,Retail,F2,Existing,14545,920529
29-04-2019,OCEANIA,Retail,C1,Existing,228140,8662406
29-04-2019,EUROPE,Shopify,C1,Existing,110,22656
29-04-2019,AFRICA,Retail,F1,Existing,96068,5547353
29-04-2019,OCEANIA,Retail,F2,Existing,320050,18043121
29-04-2019,OCEANIA,Shopify,C1,Existing,2090,356222
29-04-2019,USA,Shopify,null,New,149,20294
29-04-2019,ASIA,Retail,C2,New,73279,1990081
29-04-2019,SOUTH AMERICA,Retail,null,Existing,578,25073
29-04-2019,OCEANIA,Retail,F1,Existing,143420,7685567
29-04-2019,USA,Retail,C3,Existing,93453,5432512
29-04-2019,EUROPE,Retail,C4,Existing,4077,216088
29-04-2019,SOUTH AMERICA,Retail,C3,Existing,1216,57305
29-04-2019,USA,Retail,C2,Existing,38119,1945048
29-04-2019,ASIA,Retail,null,Guest,1999695,50570306
29-04-2019,OCEANIA,Retail,C2,Existing,146534,6023628
29-04-2019,AFRICA,Shopify,null,Guest,3275,592561
29-04-2019,CANADA,Shopify,F2,New,57,9340
29-04-2019,OCEANIA,Retail,null,Guest,2531645,67067216
29-04-2019,EUROPE,Shopify,null,Guest,215,46097
29-04-2019,SOUTH AMERICA,Retail,F2,New,416,17484
29-04-2019,USA,Retail,F1,New,11654,500522
29-04-2019,OCEANIA,Retail,C2,New,91565,2624707
29-04-2019,EUROPE,Shopify,C2,New,8,1636
29-04-2019,ASIA,Retail,F1,New,29805,1031533
29-04-2019,ASIA,Shopify,F1,Existing,1398,239679
29-04-2019,CANADA,Retail,C2,Existing,20482,942625
29-04-2019,OCEANIA,Retail,F2,New,86360,3154976
29-04-2019,ASIA,Retail,C3,Existing,219558,10215860
29-04-2019,CANADA,Shopify,F1,New,54,8562
29-04-2019,AFRICA,Shopify,F1,New,189,27653
29-04-2019,SOUTH AMERICA,Retail,null,Guest,401234,16388489
29-04-2019,ASIA,Shopify,null,Guest,2802,456237
29-04-2019,AFRICA,Retail,F3,New,60556,2299508
29-04-2019,EUROPE,Retail,null,Existing,2895,141689
29-04-2019,SOUTH AMERICA,Shopify,null,Guest,917,178212
29-04-2019,EUROPE,Shopify,F2,New,6,1404
29-04-2019,AFRICA,Shopify,C3,Existing,1936,393196
29-04-2019,CANADA,Retail,F2,New,16531,644345
29-04-2019,CANADA,Shopify,C1,New,58,8205
29-04-2019,SOUTH AMERICA,Shopify,F2,Existing,22,4898
29-04-2019,OCEANIA,Shopify,C3,Existing,3338,663068
29-04-2019,OCEANIA,Retail,null,Existing,42315,1845304
29-04-2019,AFRICA,Retail,F1,New,22972,900782
29-04-2019,EUROPE,Shopify,F3,New,2,392
29-04-2019,CANADA,Retail,F1,Existing,24434,1382253
29-04-2019,OCEANIA,Shopify,F1,Existing,3180,587633
29-04-2019,ASIA,Shopify,C4,New,24,3402
29-04-2019,USA,Retail,F1,Existing,40047,2516062
29-04-2019,USA,Shopify,F2,New,156,25773
29-04-2019,USA,Shopify,F2,Existing,1516,313643
29-04-2019,AFRICA,Retail,F2,New,61080,2330810
29-04-2019,USA,Retail,F3,New,24615,982848
29-04-2019,USA,Retail,C4,New,15656,562705
29-04-2019,AFRICA,Shopify,C4,Existing,307,56018
29-04-2019,AFRICA,Retail,C1,Existing,166587,6529555
29-04-2019,OCEANIA,Retail,C3,Existing,307432,15475567
29-04-2019,EUROPE,Shopify,C3,Existing,129,42107
29-04-2019,CANADA,Retail,C1,New,28635,755030
29-04-2019,USA,Shopify,C1,Existing,635,116957
29-04-2019,SOUTH AMERICA,Shopify,C1,Existing,52,9262
29-04-2019,USA,Shopify,C3,Existing,1129,228099
29-04-2019,ASIA,Retail,F2,New,66571,2228486
29-04-2019,SOUTH AMERICA,Retail,F2,Existing,1010,49580
29-04-2019,USA,Retail,F2,New,27145,1113814
29-04-2019,SOUTH AMERICA,Retail,F1,Existing,647,29005
29-04-2019,AFRICA,Retail,C3,Existing,256766,13535586
29-04-2019,ASIA,Retail,F3,Existing,361099,18698221
29-04-2019,OCEANIA,Retail,F1,New,40151,1450009
29-04-2019,EUROPE,Shopify,F1,New,5,770
29-04-2019,AFRICA,Retail,C2,Existing,99914,4533584
29-04-2019,ASIA,Shopify,C2,Existing,1479,272502
29-04-2019,SOUTH AMERICA,Shopify,C1,New,17,2428
29-04-2019,ASIA,Retail,C3,New,105275,3269715
29-04-2019,AFRICA,Retail,C2,New,50837,1632439
29-04-2019,OCEANIA,Shopify,null,Guest,6335,1118988
29-04-2019,AFRICA,Retail,null,Guest,1647158,47960129
29-04-2019,EUROPE,Retail,F1,New,903,39266
29-04-2019,AFRICA,Shopify,C4,New,53,7879
29-04-2019,ASIA,Retail,F1,Existing,90889,4651522
29-04-2019,OCEANIA,Shopify,F2,Existing,4565,924112
29-04-2019,OCEANIA,Retail,C1,New,141274,3369407
29-04-2019,EUROPE,Retail,F3,Existing,18221,1132725
22-04-2019,EUROPE,Retail,null,Existing,2638,129138
22-04-2019,SOUTH AMERICA,Retail,F2,New,399,15986
22-04-2019,OCEANIA,Retail,C2,New,92786,2540545
22-04-2019,SOUTH AMERICA,Shopify,C4,New,4,668
22-04-2019,ASIA,Shopify,C3,Existing,1414,279380
22-04-2019,ASIA,Retail,F3,Existing,367848,18803321
22-04-2019,OCEANIA,Retail,F1,New,39947,1374152
22-04-2019,EUROPE,Shopify,null,Existing,12,2612
22-04-2019,USA,Retail,null,Guest,585115,18335282
22-04-2019,CANADA,Shopify,F2,Existing,920,174318
22-04-2019,EUROPE,Shopify,F3,New,1,174
22-04-2019,SOUTH AMERICA,Shopify,F2,Existing,21,4331
22-04-2019,EUROPE,Retail,C3,New,3348,136073
22-04-2019,OCEANIA,Retail,F1,Existing,143962,7497233
22-04-2019,OCEANIA,Retail,C3,Existing,314991,15641954
22-04-2019,EUROPE,Retail,C2,New,2415,85635
22-04-2019,CANADA,Shopify,C1,Existing,412,65603
22-04-2019,AFRICA,Shopify,F2,New,233,38505
22-04-2019,SOUTH AMERICA,Retail,C3,Existing,1235,60000
22-04-2019,AFRICA,Retail,null,Existing,27343,1322414
22-04-2019,USA,Shopify,F1,Existing,1212,228831
22-04-2019,AFRICA,Shopify,C3,Existing,1769,351771
22-04-2019,OCEANIA,Retail,F3,Existing,515771,28893581
22-04-2019,EUROPE,Shopify,F3,Existing,101,30855
22-04-2019,ASIA,Retail,F1,Existing,90017,4483096
22-04-2019,ASIA,Shopify,F1,Existing,1435,245571
22-04-2019,OCEANIA,Shopify,F3,Existing,2758,572466
22-04-2019,OCEANIA,Shopify,C3,Existing,3500,686987
22-04-2019,AFRICA,Shopify,F1,Existing,1661,302001
22-04-2019,OCEANIA,Retail,null,Guest,2516160,66063653
22-04-2019,AFRICA,Retail,F3,Existing,351395,21511197
22-04-2019,CANADA,Retail,F2,Existing,56976,3389171
22-04-2019,OCEANIA,Retail,C3,New,131635,4277257
22-04-2019,ASIA,Retail,C2,Existing,111048,4328658
22-04-2019,ASIA,Retail,F1,New,28984,971791
22-04-2019,CANADA,Shopify,F2,New,78,12247
22-04-2019,USA,Retail,F1,Existing,40456,2477421
22-04-2019,OCEANIA,Shopify,C4,New,55,7416
22-04-2019,EUROPE,Retail,null,New,3546,151154
22-04-2019,EUROPE,Shopify,F1,New,7,1254
22-04-2019,SOUTH AMERICA,Retail,C4,New,273,11401
22-04-2019,OCEANIA,Retail,F2,Existing,321905,17887396
22-04-2019,EUROPE,Shopify,C2,Existing,110,29301
22-04-2019,USA,Shopify,C3,Existing,1182,246645
22-04-2019,CANADA,Shopify,C4,Existing,66,12358
22-04-2019,AFRICA,Retail,null,Guest,1504839,45253522
22-04-2019,SOUTH AMERICA,Retail,C4,Existing,379,17579
22-04-2019,AFRICA,Retail,C2,Existing,93854,4362159
22-04-2019,OCEANIA,Shopify,F2,New,355,57578
22-04-2019,CANADA,Shopify,C1,New,71,9701
22-04-2019,CANADA,Retail,F1,Existing,24955,1435235
22-04-2019,USA,Retail,F2,New,28517,1170907
22-04-2019,USA,Shopify,C1,New,133,16903
22-04-2019,AFRICA,Retail,C3,New,91693,3412997
22-04-2019,ASIA,Shopify,F3,New,81,12410
22-04-2019,USA,Shopify,C1,Existing,665,121071
22-04-2019,AFRICA,Retail,F2,Existing,241945,14610308
22-04-2019,USA,Retail,F3,Existing,134439,8569482
22-04-2019,USA,Shopify,C4,New,24,2964
22-04-2019,AFRICA,Retail,F1,Existing,90924,5326396
22-04-2019,OCEANIA,Retail,F2,New,87387,3128221
22-04-2019,OCEANIA,Shopify,C1,New,368,45374
22-04-2019,EUROPE,Shopify,F2,New,7,1413
22-04-2019,SOUTH AMERICA,Shopify,C3,New,21,4320
22-04-2019,ASIA,Retail,F2,New,67716,2222435
22-04-2019,CANADA,Shopify,C3,Existing,596,114512
22-04-2019,AFRICA,Shopify,C4,New,42,6417
22-04-2019,CANADA,Retail,F3,New,17428,641056
22-04-2019,AFRICA,Retail,F2,New,58662,2314187
22-04-2019,EUROPE,Retail,F3,Existing,18097,1132146
22-04-2019,EUROPE,Retail,C1,Existing,14628,665043
22-04-2019,CANADA,Retail,F1,New,7067,273933
22-04-2019,SOUTH AMERICA,Retail,C3,New,956,37317
22-04-2019,EUROPE,Retail,C4,New,1091,40926
22-04-2019,CANADA,Retail,null,Existing,6593,326339
22-04-2019,OCEANIA,Shopify,C3,New,417,66505
22-04-2019,USA,Retail,C2,New,24450,865836
22-04-2019,USA,Retail,C1,Existing,55303,2396706
22-04-2019,SOUTH AMERICA,Retail,null,New,2136,73869
22-04-2019,USA,Shopify,null,New,167,26608
22-04-2019,USA,Shopify,C2,Existing,1107,227043
22-04-2019,SOUTH AMERICA,Shopify,null,New,51,8022
22-04-2019,USA,Retail,null,Existing,10614,543491
22-04-2019,EUROPE,Retail,F3,New,1580,64633
22-04-2019,AFRICA,Retail,F1,New,21760,859654
22-04-2019,AFRICA,Shopify,null,New,215,36572
22-04-2019,SOUTH AMERICA,Retail,C1,New,2269,51476
22-04-2019,EUROPE,Retail,C2,Existing,9244,451818
22-04-2019,CANADA,Retail,F2,New,17233,678644
22-04-2019,USA,Shopify,F2,Existing,1637,331446
22-04-2019,EUROPE,Shopify,null,Guest,206,43017
22-04-2019,CANADA,Shopify,null,Existing,75,12148
22-04-2019,CANADA,Retail,C4,Existing,28070,1428148
22-04-2019,OCEANIA,Retail,C4,Existing,143668,7243536
22-04-2019,AFRICA,Retail,C4,New,38145,1331623
22-04-2019,AFRICA,Shopify,F1,New,151,23672
22-04-2019,ASIA,Retail,C3,Existing,223910,10295059
22-04-2019,CANADA,Retail,C2,New,13628,436962
22-04-2019,ASIA,Shopify,F2,Existing,1865,354369
22-04-2019,EUROPE,Shopify,C1,New,10,1570
22-04-2019,USA,Retail,C4,New,16683,593493
22-04-2019,SOUTH AMERICA,Shopify,F1,Existing,61,12735
22-04-2019,ASIA,Shopify,C2,Existing,1565,278441
22-04-2019,OCEANIA,Retail,null,New,87865,3261873
22-04-2019,EUROPE,Shopify,null,New,15,2957
22-04-2019,OCEANIA,Retail,null,Existing,39876,1725173
22-04-2019,USA,Shopify,null,Guest,1687,313039
22-04-2019,ASIA,Retail,F2,Existing,204052,10360118
22-04-2019,CANADA,Shopify,C4,New,9,1178
22-04-2019,SOUTH AMERICA,Shopify,F1,New,5,882
22-04-2019,CANADA,Shopify,F3,Existing,472,91737
22-04-2019,AFRICA,Retail,null,New,59827,2558298
22-04-2019,AFRICA,Retail,C3,Existing,245455,13442862
22-04-2019,SOUTH AMERICA,Retail,null,Guest,403773,16273570
22-04-2019,ASIA,Shopify,F2,New,201,28510
22-04-2019,CANADA,Retail,C1,New,30475,807909
22-04-2019,ASIA,Retail,C1,Existing,164033,5615671
22-04-2019,ASIA,Retail,null,Guest,1970546,49636997
22-04-2019,CANADA,Retail,null,New,16488,682267
22-04-2019,ASIA,Shopify,F1,New,151,19726
22-04-2019,ASIA,Retail,null,New,66452,2358950
22-04-2019,AFRICA,Retail,C4,Existing,102012,5602598
22-04-2019,CANADA,Retail,C1,Existing,56344,2437645
22-04-2019,SOUTH AMERICA,Shopify,C4,Existing,9,1898
22-04-2019,ASIA,Shopify,C1,Existing,875,139192
22-04-2019,CANADA,Retail,C4,New,12091,401713
22-04-2019,AFRICA,Shopify,null,Guest,2793,485122
22-04-2019,CANADA,Shopify,C2,New,98,15043
22-04-2019,SOUTH AMERICA,Shopify,F3,Existing,16,3186
22-04-2019,ASIA,Retail,C1,New,112740,2495508
22-04-2019,ASIA,Shopify,C4,Existing,219,36832
22-04-2019,EUROPE,Shopify,C1,Existing,95,19625
22-04-2019,SOUTH AMERICA,Retail,C2,New,712,22384
22-04-2019,ASIA,Shopify,C2,New,257,32965
22-04-2019,ASIA,Shopify,C1,New,201,23514
22-04-2019,CANADA,Shopify,null,Guest,940,161017
22-04-2019,USA,Shopify,C2,New,199,29726
22-04-2019,CANADA,Shopify,null,New,73,11731
22-04-2019,EUROPE,Retail,C4,Existing,4031,220790
22-04-2019,USA,Retail,C1,New,34544,970620
22-04-2019,AFRICA,Shopify,C2,Existing,1596,300652
22-04-2019,CANADA,Retail,null,Guest,444061,12425620
22-04-2019,USA,Shopify,F3,Existing,784,167840
22-04-2019,SOUTH AMERICA,Retail,F3,New,373,13937
22-04-2019,AFRICA,Shopify,F2,Existing,2913,561773
22-04-2019,OCEANIA,Shopify,C2,Existing,3608,684769
22-04-2019,CANADA,Shopify,C2,Existing,467,87733
22-04-2019,SOUTH AMERICA,Shopify,C2,New,36,6064
22-04-2019,EUROPE,Retail,C1,New,4047,127498
22-04-2019,AFRICA,Retail,C1,New,82746,2182100
22-04-2019,ASIA,Shopify,null,Existing,194,33097
22-04-2019,EUROPE,Retail,C3,Existing,14166,779419
22-04-2019,ASIA,Retail,C4,New,46888,1362376
22-04-2019,USA,Shopify,C3,New,133,21808
22-04-2019,OCEANIA,Retail,C4,New,57385,1790167
22-04-2019,EUROPE,Shopify,C4,New,4,555
22-04-2019,CANADA,Shopify,F3,New,28,4061
22-04-2019,SOUTH AMERICA,Shopify,null,Existing,19,2677
22-04-2019,AFRICA,Shopify,C1,New,192,24492
22-04-2019,EUROPE,Shopify,C3,Existing,149,45742
22-04-2019,SOUTH AMERICA,Retail,C2,Existing,729,30787
22-04-2019,CANADA,Shopify,C3,New,75,10779
22-04-2019,ASIA,Retail,F3,New,81793,2607623
22-04-2019,EUROPE,Retail,F1,New,943,38529
22-04-2019,AFRICA,Shopify,C1,Existing,1038,167836
22-04-2019,SOUTH AMERICA,Retail,F1,Existing,617,28416
22-04-2019,OCEANIA,Shopify,C1,Existing,2274,379539
22-04-2019,OCEANIA,Shopify,F2,Existing,4876,965120
22-04-2019,EUROPE,Retail,F1,Existing,6762,419796
22-04-2019,ASIA,Shopify,F3,Existing,1162,225982
22-04-2019,OCEANIA,Shopify,F1,New,303,42185
22-04-2019,EUROPE,Shopify,C3,New,10,2214
22-04-2019,OCEANIA,Shopify,C4,Existing,567,100443
22-04-2019,USA,Retail,C3,Existing,96179,5509290
22-04-2019,CANADA,Shopify,F1,New,55,8386
22-04-2019,USA,Shopify,F2,New,167,26513
22-04-2019,SOUTH AMERICA,Shopify,F2,New,7,1158
22-04-2019,OCEANIA,Retail,C1,New,145163,3412824
22-04-2019,AFRICA,Retail,F3,New,58330,2265665
22-04-2019,ASIA,Shopify,C3,New,216,34180
22-04-2019,SOUTH AMERICA,Retail,C1,Existing,2707,80779
22-04-2019,EUROPE,Retail,F2,Existing,14220,896124
